Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude
0000_081_22_5_1_1, ,,,3,20240210,125515,0,81,22,1,1,1,5,-1.6962,33.5096,0,0,,21.8442,50,0.0,39,385.0,234105.0,14,24.54,96.7556,24.88,,,,1.0,1.0,4.939,2024-02-10 00:00:00,-50.88152,-64.47604
0000_081_21_9_1_1, ,,,3,20240210,132220,0,81,21,1,1,1,9,-1.695,33.51,0,0,,21.8442,50,0.0,72,358.0,234122.0,14,24.52,96.7556,24.88,,,,1.0,1.0,8.843,2024-02-10 00:00:00,-50.88142,-64.47658
0000_081_19_15_1_1, ,,,3,20240210,135035,0,81,19,1,1,1,15,-1.6912,33.5128,0,0,,21.8442,50,0.0,29,382.0,234124.0,14,24.48,96.7556,24.93,,,,1.0,1.0,15.42,2024-02-10 00:00:00,-50.88124,-64.47688
0000_081_18_23_1_1, ,,,3,20240210,142016,0,81,18,1,1,1,23,-1.6888,33.5157,0,0,,21.8442,50,0.0,11,269.0,234457.0,14,24.27,96.7556,24.89,,,,1.0,1.0,23.8,2024-02-10 00:00:00,-50.88108,-64.47718
0000_081_15_35_1_1, ,,,3,20240210,144817,0,81,15,1,1,1,35,-1.5773,34.2195,0,0,,21.8442,50,0.0,44,454.0,238928.0,14,24.19,96.7556,24.89,,,,1.0,1.0,35.954,2024-02-10 00:00:00,-50.88086,-64.47764
0000_081_14_53_1_1, ,,,3,20240210,151503,0,81,14,1,1,1,53,-1.7422,34.3358,0,0,,21.8442,50,0.0,35,403.0,240891.0,14,24.52,96.7556,24.86,,,,1.0,1.0,55.044,2024-02-10 00:00:00,-50.8808,-64.47794
0000_081_13_100_1_1, ,,,3,20240210,155005,0,81,13,1,1,1,100,-1.7392,34.3731,0,0,,21.8442,50,0.0,30,406.0,241292.0,14,24.47,96.7556,24.89,,,,1.0,1.0,102.123,2024-02-10 00:00:00,-50.8808,-64.47842
0000_081_12_150_1_1, ,,,3,20240210,162056,0,81,12,1,1,1,150,-0.7302,34.4942,0,0,,21.8442,50,0.0,21,396.0,242379.0,14,24.32,96.7556,24.87,,,,1.0,1.0,151.908,2024-02-10 00:00:00,-50.88078,-64.47884
0000_081_11_200_1_1, ,,,3,20240210,171032,0,81,11,1,1,1,200,0.1242,34.5982,0,0,,21.8442,50,0.0,31,441.0,243825.0,14,24.33,96.7556,24.92,,,,1.0,1.0,206.418,2024-02-10 00:00:00,-50.88078,-64.47926
0000_081_10_280_1_1, ,,,3,20240210,173716,0,81,10,1,1,1,280,0.6846,34.6722,0,0,,21.8442,50,0.0,39,273.0,244128.0,14,24.39,96.7556,24.98,,,,1.0,1.0,287.385,2024-02-10 00:00:00,-50.8811,-64.48008
0000_081_9_350_1_1, ,,,3,20240210,180940,0,81,9,1,1,1,350,0.7074,34.6858,0,0,,21.8442,50,0.0,12,338.0,244621.0,14,24.32,96.7556,25.01,,,,1.0,1.0,359.198,2024-02-10 00:00:00,-50.88134,-64.48054
0000_081_8_750_1_1, ,,,3,20240210,183612,0,81,8,1,1,1,750,0.4831,34.6853,0,0,,21.8442,50,0.0,23,475.0,244993.0,14,24.44,96.7556,24.82,,,,1.0,1.0,761.566,2024-02-10 00:00:00,-50.8826,-64.48224
0000_081_7_1250_1_1, ,,,3,20240210,190250,0,81,7,1,1,1,1250,0.2466,34.6773,0,0,,21.8442,50,0.0,11,293.0,244668.0,14,24.37,96.7556,24.77,,,,1.0,1.0,1269.681,2024-02-10 00:00:00,-50.88408,-64.48414
0000_081_6_1750_1_1, ,,,3,20240210,192937,0,81,6,1,1,1,1750,0.0378,34.6674,0,0,,21.8442,50,0.0,0,275.0,244040.0,14,24.44,96.7556,24.79,,,,1.0,1.0,1779.106,2024-02-10 00:00:00,-50.88642,-64.48698
8888_208_1100_0_1_1, ,,,3,20240210,195647,8888,208,1100,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,7,465.0,222753.0,14,24.54,96.7556,24.71,,,,,,,,,
8888_208_1100_0_1_2, ,,,3,20240210,202327,8888,208,1100,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,309.0,222562.0,14,24.55,96.7556,24.8,,,,,,,,,
0000_081_6_1750_2_1, ,,,3,20240210,210618,0,81,6,2,1,1,1750,0.0378,34.6674,0,0,,21.8442,50,0.0,21,504.0,244400.0,14,24.61,96.7556,24.89,,,,1.0,1.0,1779.106,2024-02-10 00:00:00,-50.88642,-64.48698
0000_081_6_1750_3_1, ,,,3,20240210,214845,0,81,6,3,1,1,1750,0.0378,34.6674,0,0,,21.8442,50,0.0,61,291.0,244470.0,14,24.5,96.7556,24.98,,,,1.0,1.0,1779.106,2024-02-10 00:00:00,-50.88642,-64.48698
0000_081_5_2250_1_1, ,,,3,20240210,221737,0,81,5,1,1,1,2250,-0.1041,34.6607,0,0,,21.8442,50,0.0,9,429.0,244071.0,14,24.53,96.7556,24.93,,,,1.0,1.0,2267.873,2024-02-10 00:00:00,-50.888,-64.48868
0000_081_4_2750_1_1, ,,,3,20240210,224434,0,81,4,1,1,1,2750,-0.2164,34.6561,0,0,,21.8442,50,0.0,0,271.0,243776.0,14,24.39,96.7556,24.89,,,,1.0,1.0,2793.694,2024-02-10 00:00:00,-50.88964,-64.49064
0000_081_3_2957_1_1, ,,,3,20240210,231914,0,81,3,1,1,1,2957,-0.672,34.6216,0,0,,21.8442,50,0.0,0,261.0,243004.0,14,24.42,96.7556,24.89,,,,1.0,1.0,3007.829,2024-02-10 00:00:00,-50.89036,-64.49142
0000_081_3_2957_2_1, ,,,3,20240210,235015,0,81,3,2,1,1,2957,-0.672,34.6216,0,0,,21.8442,50,0.0,0,354.0,243303.0,14,24.37,96.7556,24.83,,,,1.0,1.0,3007.829,2024-02-10 00:00:00,-50.89036,-64.49142
0000_081_3_2957_3_1, ,,,3,20240211,2619,0,81,3,3,1,1,2957,-0.672,34.6216,0,0,,21.8442,50,0.0,39,364.0,243582.0,14,24.58,96.7556,24.92,,,,1.0,1.0,3007.829,2024-02-10 00:00:00,-50.89036,-64.49142
0000_081_1_3040_1_1, ,,,3,20240211,5513,0,81,1,1,1,1,3040,-0.8314,34.6126,0,0,,21.8442,50,0.0,43,468.0,243137.0,14,24.52,96.7556,24.88,,,,1.0,1.0,3060.586,2024-02-10 00:00:00,-50.89084,-64.49202
0000_081_1_3040_2_1, ,,,3,20240211,12144,0,81,1,2,1,1,3040,-0.8314,34.6126,0,0,,21.8442,50,0.0,44,343.0,242968.0,14,24.6,96.7556,24.74,,,,1.0,1.0,3060.586,2024-02-10 00:00:00,-50.89084,-64.49202
0000_081_1_3040_3_1, ,,,3,20240211,14850,0,81,1,3,1,1,3040,-0.8314,34.6126,0,0,,21.8442,50,0.0,0,350.0,242907.0,14,24.44,96.7556,24.85,,,,1.0,1.0,3060.586,2024-02-10 00:00:00,-50.89084,-64.49202
3333_202402090716_1_7_1_1, ,,,3,20240211,22135,3333,202402090716,1,1,1,1,7,-1.130493,33.3112,0,0,,21.8442,50,0.0,25,380.0,232621.0,14,24.42,96.7556,24.67,,,,1.0,1.0,,2024-02-09 07:16:00,-49.69389,-64.52269
3333_202402090716_1_7_2_1, ,,,3,20240211,25015,3333,202402090716,1,2,1,1,7,-1.130493,33.3112,0,0,,21.8442,50,0.0,48,398.0,232550.0,14,24.47,96.7556,24.79,,,,1.0,1.0,,2024-02-09 07:16:00,-49.69389,-64.52269
8888_208_0988_0_1_1, ,,,3,20240211,32614,8888,208,988,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,10,260.0,222548.0,14,24.29,96.7556,24.79,,,,,,,,,
9999_20240211_1_0_1_1, ,,,1,20240211,50241,9999,20240211,1,1,1,5,0,0.0,35.0,0,0,,21.8442,200,0.0,0,222.0,236395.0,15,24.43,96.7556,,,,,,,,,,
9999_20240211_1_0_1_2, ,,,1,20240211,51429,9999,20240211,1,1,2,5,0,0.0,35.0,0,0,,21.8442,200,0.0,0,216.0,236218.0,15,24.59,96.7556,,,,,,,,,,
9999_20240211_1_0_1_3, ,,,1,20240211,52626,9999,20240211,1,1,3,5,0,0.0,35.0,0,0,,21.8442,200,0.0,81,225.0,236827.0,15,24.79,96.7556,,,,,,,,,,
9999_20240211_1_0_1_4, ,,,1,20240211,53833,9999,20240211,1,1,4,5,0,0.0,35.0,0,0,,21.8442,200,0.0,39,235.0,237204.0,15,24.84,96.7556,,,,,,,,,,
9999_20240211_1_0_1_5, ,,,1,20240211,55053,9999,20240211,1,1,5,5,0,0.0,35.0,0,0,,21.8442,200,0.0,81,248.0,236735.0,15,24.79,96.7556,,,,,,,,,,
9999_20240211_2_0_1_1, ,,,1,20240211,60535,9999,20240211,2,1,1,5,0,0.0,35.0,0,0,,21.8442,50,0.0,109,363.0,237021.0,15,24.64,96.7556,,,,,,,,,,
9999_20240211_2_0_1_2, ,,,1,20240211,62326,9999,20240211,2,1,2,5,0,0.0,35.0,0,0,,21.8442,50,0.0,97,577.0,237723.0,15,24.57,96.7556,,,,,,,,,,
9999_20240211_2_0_1_3, ,,,1,20240211,64117,9999,20240211,2,1,3,5,0,0.0,35.0,0,0,,21.8442,50,0.0,96,579.0,237175.0,15,24.61,96.7556,,,,,,,,,,
9999_20240211_2_0_1_4, ,,,1,20240211,70056,9999,20240211,2,1,4,5,0,0.0,35.0,0,0,,21.8442,50,0.0,110,686.0,238160.0,15,24.63,96.7556,,,,,,,,,,
9999_20240211_2_0_1_5, ,,,1,20240211,71639,9999,20240211,2,1,5,5,0,0.0,35.0,0,0,,21.8442,50,0.0,63,451.0,236669.0,15,24.66,96.7556,,,,,,,,,,
9999_20240211_3_0_1_1, ,,,1,20240211,73919,9999,20240211,3,1,1,5,0,0.0,35.0,0,0,,21.8442,50,0.0,0,584.0,236688.0,15,24.57,96.7556,,,,,,,,,,
9999_20240211_3_0_1_2, ,,,1,20240211,75520,9999,20240211,3,1,2,5,0,0.0,35.0,0,0,,21.8442,50,0.0,31,468.0,236582.0,15,24.49,96.7556,,,,,,,,,,
9999_20240211_3_0_1_3, ,,,1,20240211,80845,9999,20240211,3,1,3,5,0,0.0,35.0,0,0,,21.8442,50,0.0,40,312.0,236704.0,15,24.56,96.7556,,,,,,,,,,
9999_20240211_3_0_1_4, ,,,1,20240211,82726,9999,20240211,3,1,4,5,0,0.0,35.0,0,0,,21.8442,50,0.0,46,628.0,236813.0,15,24.57,96.7556,,,,,,,,,,
9999_20240211_3_0_1_5, ,,,1,20240211,84218,9999,20240211,3,1,5,5,0,0.0,35.0,0,0,,21.8442,50,0.0,55,398.0,236682.0,15,24.58,96.7556,,,,,,,,,,
9999_20240211_4_0_1_1, ,,,3,20240211,91013,9999,20240211,4,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,27,466.0,239174.0,15,24.69,96.7556,24.89,,,,,,,,,
9999_20240211_4_0_1_2, ,,,3,20240211,93638,9999,20240211,4,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,21,342.0,238713.0,15,25.18,96.7556,24.99,,,,,,,,,
9999_20240211_5_0_1_1, ,,,3,20240211,101552,9999,20240211,5,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,12,423.0,236835.0,15,24.39,96.7556,24.84,,,,,,,,,
9999_20240211_5_0_1_2, ,,,3,20240211,104201,9999,20240211,5,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,69,513.0,236762.0,15,24.49,96.7556,24.89,,,,,,,,,
8888_0208_1219_0_1_1, ,,,3,20240211,110922,8888,208,1219,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,33,290.0,222733.0,15,24.5,96.7556,24.87,,,,,,,,,
8888_0208_1219_0_1_2, ,,,3,20240211,113556,8888,208,1219,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,45,383.0,222822.0,15,24.58,96.7556,24.89,,,,,,,,,
0000_087_23_2_1_1, ,,,3,20240211,120343,0,87,23,1,1,1,2,-1.6406,33.3028,0,0,,21.8442,50,0.0,26,367.0,232414.0,15,24.4,96.7556,24.85,,,,1.0,1.0,2.015,2024-02-11 00:00:00,-52.71384,-64.5534
0000_087_22_9_1_1, ,,,3,20240211,123218,0,87,22,1,1,1,9,-1.6446,33.3009,0,0,,21.8442,50,0.0,19,452.0,232694.0,15,24.59,96.7556,24.92,,,,1.0,1.0,2.018,2024-02-11 00:00:00,-52.71388,-64.55344
0000_087_20_17_1_1, ,,,3,20240211,125906,0,87,20,1,1,1,17,-1.6399,33.3027,0,0,,21.8442,50,0.0,8,373.0,232401.0,15,24.4,96.7556,,,,,1.0,1.0,17.48,2024-02-11 00:00:00,-52.71424,-64.55366
0000_087_20_17_2_1, ,,,3,20240211,133000,0,87,20,2,1,1,17,-1.6399,33.3027,0,0,,21.8442,50,0.0,16,292.0,171096.0,15,24.12,96.7556,24.84,,,,1.0,1.0,17.48,2024-02-11 00:00:00,-52.71424,-64.55366
0000_087_19_30_1_1, ,,,3,20240211,135747,0,87,19,1,1,1,30,-1.643,33.3061,0,0,,21.8442,50,0.0,53,492.0,233107.0,15,24.6,96.7556,25.08,,,,1.0,1.0,17.467,2024-02-11 00:00:00,-52.71428,-64.5537
0000_087_17_47_1_1, ,,,3,20240211,142449,0,87,17,1,1,1,47,-1.717,34.3555,0,0,,21.8442,50,0.0,53,334.0,240681.0,15,24.59,96.7556,25.07,,,,1.0,1.0,47.961,2024-02-11 00:00:00,-52.71476,-64.55404
0000_087_15_71_1_1, ,,,3,20240211,145155,0,87,15,1,1,1,71,-1.782,34.3717,0,0,,21.8442,50,0.0,0,360.0,240863.0,15,24.48,96.7556,25.0,,,,1.0,1.0,72.27,2024-02-11 00:00:00,-52.71506,-64.55426
0000_087_13_106_1_1, ,,,3,20240211,151923,0,87,13,1,1,1,106,-1.816,34.3834,0,0,,21.8442,50,0.0,27,292.0,241165.0,15,24.19,96.7556,24.98,,,,1.0,1.0,108.595,2024-02-11 00:00:00,-52.7153,-64.55454
0000_087_12_140_1_1, ,,,3,20240211,155215,0,87,12,1,1,1,140,-1.8108,34.3897,0,0,,21.8442,50,0.0,40,422.0,241433.0,15,24.39,96.7556,25.0,,,,1.0,1.0,141.101,2024-02-11 00:00:00,-52.71554,-64.55478
0000_087_10_200_1_1, ,,,3,20240211,163509,0,87,10,1,1,1,200,-1.1554,34.4523,0,0,,21.8442,50,0.0,40,425.0,242432.0,15,24.3,96.7556,24.98,,,,1.0,1.0,200.802,2024-02-11 00:00:00,-52.71594,-64.555
0000_087_8_500_1_1, ,,,3,20240211,170128,0,87,8,1,1,1,500,0.6964,34.6768,0,0,,21.8442,50,0.0,7,242.0,244394.0,15,24.19,96.7556,24.98,,,,1.0,1.0,504.056,2024-02-11 00:00:00,-52.71716,-64.55528
0000_087_7_995_1_1, ,,,3,20240211,172823,0,87,7,1,1,1,995,0.4358,34.6818,0,0,,21.8442,50,0.0,44,430.0,244872.0,15,24.26,96.7556,24.98,,,,1.0,1.0,1008.018,2024-02-11 00:00:00,-52.71926,-64.55562
0000_087_6_1497_1_1, ,,,3,20240211,175646,0,87,6,1,1,1,1497,0.1876,34.6724,0,0,,21.8442,50,0.0,0,357.0,244536.0,15,24.14,96.7556,24.9,,,,1.0,1.0,1516.996,2024-02-11 00:00:00,-52.72118,-64.556
0000_087_5_2000_1_1, ,,,3,20240211,182356,0,87,5,1,1,1,2000,-0.0798,34.6597,0,0,,21.8442,50,0.0,0,466.0,244415.0,15,24.29,96.7556,24.94,,,,1.0,1.0,2029.217,2024-02-11 00:00:00,-52.72212,-64.5562
0000_087_5_2000_2_1, ,,,3,20240211,185329,0,87,5,2,1,1,2000,-0.0798,34.6597,0,0,,21.8442,50,0.0,0,251.0,244379.0,15,24.28,96.7556,24.84,,,,1.0,1.0,2029.217,2024-02-11 00:00:00,-52.72212,-64.5562
0000_087_5_2000_3_1, ,,,3,20240211,192123,0,87,5,3,1,1,2000,-0.0798,34.6597,0,0,,21.8442,50,0.0,24,578.0,244544.0,15,24.39,96.7556,24.77,,,,1.0,1.0,2029.217,2024-02-11 00:00:00,-52.72212,-64.5562
8888_208_0677_0_1_1, ,,,3,20240211,195610,8888,208,677,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,5,247.0,223061.0,15,24.39,96.7556,24.65,,,,,,,,,
8888_208_0677_0_1_2, ,,,3,20240211,202257,8888,208,677,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,251.0,222844.0,15,24.71,96.7556,24.65,,,,,,,,,
0000_087_4_2300_1_1, ,,,3,20240211,205052,0,87,4,1,1,1,2300,-0.4871,34.6351,0,0,,21.8442,50,0.0,29,403.0,244099.0,15,24.71,96.7556,24.76,,,,1.0,1.0,2336.28,2024-02-11 00:00:00,-52.72246,-64.5561
0000_087_3_2452_1_1, ,,,3,20240211,212241,0,87,3,1,1,1,2452,-0.8036,34.6141,0,0,,21.8442,50,0.0,45,246.0,243641.0,15,24.59,96.7556,24.79,,,,1.0,1.0,2490.646,2024-02-11 00:00:00,-52.72282,-64.55596
0000_087_3_2452_2_1, ,,,3,20240211,220320,0,87,3,2,1,1,2452,-0.8036,34.6141,0,0,,21.8442,50,0.0,9,587.0,243967.0,15,24.71,96.7556,24.86,,,,1.0,1.0,2490.646,2024-02-11 00:00:00,-52.72282,-64.55596
0000_087_3_2452_3_1, ,,,3,20240211,223009,0,87,3,3,1,1,2452,-0.8036,34.6141,0,0,,21.8442,50,0.0,54,255.0,243694.0,15,24.49,96.7556,24.89,,,,1.0,1.0,2490.646,2024-02-11 00:00:00,-52.72282,-64.55596
0000_087_1_2492_1_1, ,,,3,20240211,230040,0,87,1,1,1,1,2492,-0.9224,34.6078,0,0,,21.8442,50,0.0,30,243.0,243555.0,15,24.48,96.7556,24.82,,,,1.0,1.0,2532.248,2024-02-11 00:00:00,-52.72304,-64.55588
0000_087_1_2492_2_1, ,,,3,20240211,232743,0,87,1,2,1,1,2492,-0.9224,34.6078,0,0,,21.8442,50,0.0,55,252.0,243525.0,15,24.58,96.7556,24.89,,,,1.0,1.0,2532.248,2024-02-11 00:00:00,-52.72304,-64.55588
0000_087_1_2492_3_1, ,,,3,20240211,235625,0,87,1,3,1,1,2492,-0.9224,34.6078,0,0,,21.8442,50,0.0,27,273.0,243363.0,15,24.36,96.7556,24.85,,,,1.0,1.0,2532.248,2024-02-11 00:00:00,-52.72304,-64.55588
0000_086_22_2_1_1, ,,,3,20240212,2309,0,86,22,1,1,1,2,-1.6336,33.3268,0,0,,21.8442,50,0.0,41,259.0,233114.0,15,24.42,96.7556,24.89,,,,1.0,1.0,2.6,2024-02-11 00:00:00,-52.73124,-64.5524
0000_086_15_30_1_1, ,,,3,20240212,5124,0,86,15,1,1,1,30,-1.5014,33.9014,0,0,,21.8442,50,0.0,0,244.0,239443.0,15,24.39,96.7556,24.79,,,,1.0,1.0,30.35,2024-02-11 00:00:00,-52.73186,-64.552
0000_086_8_71_1_1, ,,,3,20240212,11838,0,86,8,1,1,1,71,-1.7394,34.363,0,0,,21.8442,50,0.0,46,247.0,241102.0,15,24.61,96.7556,24.89,,,,1.0,1.0,71.833,2024-02-11 00:00:00,-52.73228,-64.5517
0000_086_5_200_1_1, ,,,3,20240212,15016,0,86,5,1,1,1,200,-1.2643,34.4404,0,0,,21.8442,50,0.0,3,271.0,241870.0,15,24.37,96.7556,24.89,,,,1.0,1.0,202.634,2024-02-11 00:00:00,-52.7329,-64.55132
0000_086_5_200_2_1, ,,,3,20240212,22140,0,86,5,2,1,1,200,-1.2643,34.4404,0,0,,21.8442,50,0.0,56,253.0,242370.0,15,24.48,96.7556,24.89,,,,1.0,1.0,202.634,2024-02-11 00:00:00,-52.7329,-64.55132
0000_086_5_200_3_1, ,,,3,20240212,24830,0,86,5,3,1,1,200,-1.2643,34.4404,0,0,,21.8442,50,0.0,0,257.0,241797.0,15,24.39,96.7556,24.91,,,,1.0,1.0,202.634,2024-02-11 00:00:00,-52.7329,-64.55132
8888_208_0742_0_1_1, ,,,3,20240212,31722,8888,208,742,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,258.0,223182.0,15,24.64,96.7556,24.98,,,,,,,,,
8888_208_0742_0_1_2, ,,,3,20240212,34352,8888,208,742,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,49,260.0,223280.0,15,24.78,96.7556,25.03,,,,,,,,,
9999_20240212_1_0_1_1, ,,,1,20240212,40219,9999,20240212,1,1,1,5,0,0.0,35.0,0,0,,21.8442,200,0.0,78,228.0,236561.0,16,24.39,96.7556,,,,,,,,,,
9999_20240212_1_0_1_2, ,,,1,20240212,41411,9999,20240212,1,1,2,5,0,0.0,35.0,0,0,,21.8442,200,0.0,73,220.0,236895.0,16,24.38,96.7556,,,,,,,,,,
9999_20240212_1_0_1_3, ,,,1,20240212,42609,9999,20240212,1,1,3,5,0,0.0,35.0,0,0,,21.8442,200,0.0,55,226.0,236778.0,16,24.47,96.7556,,,,,,,,,,
9999_20240212_1_0_1_4, ,,,1,20240212,43809,9999,20240212,1,1,4,5,0,0.0,35.0,0,0,,21.8442,200,0.0,40,228.0,236596.0,16,24.49,96.7556,,,,,,,,,,
9999_20240212_1_0_1_5, ,,,1,20240212,45023,9999,20240212,1,1,5,5,0,0.0,35.0,0,0,,21.8442,200,0.0,51,242.0,236362.0,16,24.49,96.7556,,,,,,,,,,
9999_20240212_2_0_1_1, ,,,1,20240212,50657,9999,20240212,2,1,1,5,0,0.0,35.0,0,0,,21.8442,50,0.0,43,483.0,236664.0,16,24.35,96.7556,,,,,,,,,,
9999_20240212_2_0_1_2, ,,,1,20240212,52106,9999,20240212,2,1,2,5,0,0.0,35.0,0,0,,21.8442,50,0.0,41,356.0,236702.0,16,24.42,96.7556,,,,,,,,,,
9999_20240212_2_0_1_3, ,,,1,20240212,53811,9999,20240212,2,1,3,5,0,0.0,35.0,0,0,,21.8442,50,0.0,39,532.0,236855.0,16,24.44,96.7556,,,,,,,,,,
9999_20240212_2_0_1_4, ,,,1,20240212,55206,9999,20240212,2,1,4,5,0,0.0,35.0,0,0,,21.8442,50,0.0,42,344.0,236434.0,16,24.47,96.7556,,,,,,,,,,
9999_20240212_2_0_1_5, ,,,1,20240212,61021,9999,20240212,2,1,5,5,0,0.0,35.0,0,0,,21.8442,50,0.0,54,602.0,236283.0,16,24.41,96.7556,,,,,,,,,,
9999_20240212_3_0_1_1, ,,,1,20240212,61356,9999,20240212,3,1,1,2,0,0.0,35.0,0,0,,21.8442,50,,54,602.0,236283.0,16,24.26,96.7556,,,,,,,,,,
9999_20240212_3_0_2_1, ,,,3,20240212,64010,9999,20240212,3,2,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,57,456.0,241511.0,16,24.44,96.7556,24.83,,,,,,,,,
9999_20240212_3_0_2_2, ,,,3,20240212,70605,9999,20240212,3,2,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,65,528.0,241211.0,16,24.58,96.7556,24.89,,,,,,,,,
8888_0208_0804_0_1_1, ,,,3,20240212,73414,8888,208,804,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,22,455.0,222626.0,16,24.41,96.7556,24.89,,,,,,,,,
8888_0208_0804_0_1_2, ,,,3,20240212,80109,8888,208,804,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,332.0,222585.0,16,24.73,96.7556,24.98,,,,,,,,,
3333_202402100700_1_7_1_1, ,,,3,20240212,84106,3333,202402100700,1,1,1,1,7,-1.387909,33.5123,0,0,,21.8442,50,0.0,24,317.0,234365.0,16,24.29,96.7556,24.89,,,,1.0,1.0,,2024-02-10 07:00:00,-50.91525,-64.50582
3333_202402100700_1_7_2_1, ,,,3,20240212,90753,3333,202402100700,1,2,1,1,7,-1.387909,33.5123,0,0,,21.8442,50,0.0,0,325.0,234492.0,16,24.39,96.7556,24.88,,,,1.0,1.0,,2024-02-10 07:00:00,-50.91525,-64.50582
3333_202402111249_1_7_1_1, ,,,3,20240212,101219,3333,202402111249,1,1,1,1,7,-1.331726,33.3491,0,0,,21.8442,50,0.0,10,395.0,232956.0,16,24.34,96.7556,24.79,,,,1.0,1.0,,2024-02-11 12:49:00,-52.71803,-64.57366
3333_202402111249_1_7_2_1, ,,,3,20240212,103921,3333,202402111249,1,2,1,1,7,-1.331726,33.3491,0,0,,21.8442,50,0.0,0,397.0,232823.0,16,24.5,96.7556,24.84,,,,1.0,1.0,,2024-02-11 12:49:00,-52.71803,-64.57366
3333_202402120117_1_7_1_1, ,,,3,20240212,113046,3333,202402120117,1,1,1,1,7,-1.303741,33.3406,0,0,,21.8442,50,0.0,13,486.0,232669.0,16,24.34,96.7556,24.89,,,,1.0,1.0,,2024-02-12 01:17:00,-53.39834,-64.57026
3333_202402120117_1_7_2_1, ,,,3,20240212,115729,3333,202402120117,1,2,1,1,7,-1.303741,33.3406,0,0,,21.8442,50,0.0,9,555.0,232670.0,16,24.4,96.7556,24.89,,,,1.0,1.0,,2024-02-12 01:17:00,-53.39834,-64.57026
2222_202402111236_1_7_1_1, ,,,3,20240212,122455,2222,202402111236,1,1,1,1,7,-1.32132,33.3449,0,0,,21.8442,50,0.0,35,295.0,232565.0,16,24.3,96.7556,24.89,,,,1.0,1.0,,2024-02-11 12:36:00,-52.71756,-64.57581
2222_202402111236_1_7_2_1, ,,,3,20240212,125159,2222,202402111236,1,2,1,1,7,-1.32132,33.3449,0,0,,21.8442,50,0.0,28,353.0,232742.0,16,24.33,96.7556,24.91,,,,1.0,1.0,,2024-02-11 12:36:00,-52.71756,-64.57581
2222_202402111735_1_7_1_1, ,,,3,20240212,131923,2222,202402111735,1,1,1,1,7,-1.178345,33.4016,0,0,,21.8442,50,0.0,29,358.0,233082.0,16,24.3,96.7556,24.89,,,,1.0,1.0,,2024-02-11 17:35:00,-52.92228,-64.56491
2222_202402111735_1_7_2_1, ,,,3,20240212,134726,2222,202402111735,1,2,1,1,7,-1.178345,33.4016,0,0,,21.8442,50,0.0,34,422.0,232885.0,16,24.29,96.7556,24.94,,,,1.0,1.0,,2024-02-11 17:35:00,-52.92228,-64.56491
2222_202402112137_1_7_1_1, ,,,3,20240212,141448,2222,202402112137,1,1,1,1,7,-1.252106,33.2564,0,0,,21.8442,50,0.0,20,621.0,232505.0,16,24.3,96.7556,24.98,,,,1.0,1.0,,2024-02-11 21:37:00,-53.17177,-64.5546
2222_202402112137_1_7_2_1, ,,,3,20240212,144310,2222,202402112137,1,2,1,1,7,-1.252106,33.2564,0,0,,21.8442,50,0.0,39,471.0,232343.0,16,24.34,96.7556,25.03,,,,1.0,1.0,,2024-02-11 21:37:00,-53.17177,-64.5546
8888_0208_0926_1_1_1, ,,,3,20240212,151039,8888,208,926,1,1,2,1,0.0,35.0,0,0,,21.8442,50,0.0,73,384.0,222639.0,16,24.24,96.7556,25.01,,,,,,,,,
8888_0208_0926_1_1_2, ,,,3,20240212,153734,8888,208,926,1,2,2,1,0.0,35.0,0,0,,21.8442,50,0.0,19,305.0,222517.0,16,24.39,96.7556,25.07,,,,,,,,,
