Lucy Data Summary 20240120 13:17:21
 
Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (°C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (°C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (°C),TA pipette vol (ml),TA cell temp (°C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l)
0000_054_11_160_1_1, ,-999,-999,3,20240204,143612,0000,054,11,1,1,1,160,0,35,0,0,-999,21.8442,50,0,35,648,241758,11,24.19,96.7556,24.89,-999,-999,-999
0000_054_10_200_1_1, ,-999,-999,3,20240204,150841,0000,054,10,1,1,1,200,0,35,0,0,-999,21.8442,50,0,27,242,241557,11,24.26,96.7556,24.89,-999,-999,-999
0000_054_8_230_1_1, ,-999,-999,3,20240204,155306,0000,054,8,1,1,1,230,0,35,0,0,-999,21.8442,50,0,0,243,241459,11,24.27,96.7556,24.85,-999,-999,-999
0000_054_8_230_2_1, ,-999,-999,3,20240204,163102,0000,054,8,2,1,1,230,0,35,0,0,-999,21.8442,50,0,36,262,241316,11,24.34,96.7556,24.91,-999,-999,-999
0000_054_8_230_3_1, ,-999,-999,3,20240204,165815,0000,054,8,3,1,1,230,0,35,0,0,-999,21.8442,50,0,7,572,242118,11,24.89,96.7556,25.17,-999,-999,-999
0000_054_7_283_1_1, ,-999,-999,3,20240204,172714,0000,054,7,1,1,1,283,0,35,0,0,-999,21.8442,50,0,31,688,242212,11,24.63,96.7556,24.98,-999,-999,-999
0000_054_5_370_1_1, ,-999,-999,3,20240204,175412,0000,054,5,1,1,1,370,0,35,0,0,-999,21.8442,50,0,28,597,242453,11,24.47,96.7556,24.89,-999,-999,-999
0000_054_3_433_1_1, ,-999,-999,3,20240204,182219,0000,054,3,1,1,1,433,0,35,0,0,-999,21.8442,50,0,5,260,242403,11,24.4,96.7556,24.94,-999,-999,-999
0000_054_3_433_2_1, ,-999,-999,3,20240204,185005,0000,054,3,2,1,1,433,0,35,0,0,-999,21.8442,50,0,17,278,242620,11,24.47,96.7556,24.94,-999,-999,-999
0000_054_3_433_3_1, ,-999,-999,3,20240204,191658,0000,054,3,3,1,1,433,0,35,0,0,-999,21.8442,50,0,25,260,242447,11,24.47,96.7556,24.94,-999,-999,-999
0000_054_1_483_1_1, ,-999,-999,3,20240204,194339,0000,054,1,1,1,1,483,0,35,0,0,-999,21.8442,50,0,58,261,243006,11,24.47,96.7556,24.89,-999,-999,-999
0000_054_1_483_2_1, ,-999,-999,3,20240204,201327,0000,054,1,2,1,1,483,0,35,0,0,-999,21.8442,50,0,0,254,242916,11,24.55,96.7556,24.87,-999,-999,-999
0000_054_1_483_3_1, ,-999,-999,3,20240204,204036,0000,054,1,3,1,1,483,0,35,0,0,-999,21.8442,50,0,19,280,242947,11,24.53,96.7556,24.79,-999,-999,-999
0000_046_24_2_1_1, ,-999,-999,3,20240204,210833,0000,046,24,1,1,1,2,0,35,0,0,-999,21.8442,50,0,64,247,221384,11,24.47,96.7556,24.89,-999,-999,-999
0000_046_22_4_1_1, ,-999,-999,3,20240204,214244,0000,046,22,1,1,1,4,0,35,0,0,-999,21.8442,50,0,27,256,221495,11,24.5,96.7556,24.98,-999,-999,-999
0000_046_21_7_1_1, ,-999,-999,3,20240204,221021,0000,046,21,1,1,1,7,0,35,0,0,-999,21.8442,50,0,42,263,222565,11,24.39,96.7556,24.92,-999,-999,-999
0000_046_19_13_1_1, ,-999,-999,3,20240204,223808,0000,046,19,1,1,1,13,0,35,0,0,-999,21.8442,50,0,59,808,228863,11,24.46,96.7556,24.89,-999,-999,-999
3333_202402041846_1_7_1_1, ,-999,-999,3,20240204,230537,3333,202402041846,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,44,257,231330,11,24.53,96.7556,24.93,-999,-999,-999
3333_202402041846_1_7_2_1, ,-999,-999,3,20240204,233256,3333,202402041846,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,65,269,228853,11,24.56,96.7556,25,-999,-999,-999
8888_208_0690_0_1_1, ,-999,-999,3,20240205,000010,8888,208,0690,1,1,2,0,0,35,0,0,-999,21.8442,50,0,72,257,223520,11,24.57,96.7556,25.01,-999,-999,-999
8888_208_0690_0_1_2, ,-999,-999,3,20240205,002654,8888,208,0690,1,2,2,0,0,35,0,0,-999,21.8442,50,0,41,287,223260,11,24.54,96.7556,24.98,-999,-999,-999
9999_20240208_1_0_2_1, ,-999,-999,1,20240208,062217,9999,20240208,1,2,1,1,0,0,35,0,0,-999,21.8442,200,0,267,246,238938,12,23.95,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_1, ,-999,-999,1,20240208,063851,9999,20240208,2,1,1,5,0,0,35,0,0,-999,21.8442,200,0,142,225,238281,12,23.92,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_2, ,-999,-999,1,20240208,065135,9999,20240208,2,1,2,5,0,0,35,0,0,-999,21.8442,200,0,158,272,238504,12,24.16,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_3, ,-999,-999,1,20240208,070319,9999,20240208,2,1,3,5,0,0,35,0,0,-999,21.8442,200,0,98,212,238250,12,24.25,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_4, ,-999,-999,1,20240208,071452,9999,20240208,2,1,4,5,0,0,35,0,0,-999,21.8442,200,0,107,201,237948,12,24.06,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_5, ,-999,-999,1,20240208,072635,9999,20240208,2,1,5,5,0,0,35,0,0,-999,21.8442,200,0,77,211,237612,12,24.09,96.7556,-999,-999,-999,-999
9999_20240208_2_0_1_6, ,-999,-999,1,20240208,073852,9999,20240208,2,1,6,5,0,0,35,0,0,-999,21.8442,200,0,37,246,238235,12,23.95,96.7556,-999,-999,-999,-999
9999_20240208_3_0_1_1, ,-999,-999,1,20240208,081602,9999,20240208,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,44,558,238804,12,23.98,96.7556,-999,-999,-999,-999
9999_20240208_3_0_1_2, ,-999,-999,1,20240208,083353,9999,20240208,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,71,583,238324,12,23.98,96.7556,-999,-999,-999,-999
9999_20240208_3_0_1_3, ,-999,-999,1,20240208,084728,9999,20240208,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,66,324,238485,12,23.9,96.7556,-999,-999,-999,-999
9999_20240208_3_0_1_4, ,-999,-999,1,20240208,090154,9999,20240208,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,0,374,238305,12,23.92,96.7556,-999,-999,-999,-999
9999_20240208_3_0_1_5, ,-999,-999,1,20240208,091610,9999,20240208,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,42,363,238331,12,24,96.7556,-999,-999,-999,-999
9999_20240208_4_0_1_1, ,-999,-999,1,20240208,093126,9999,20240208,4,1,1,5,0,0,35,0,0,-999,21.8442,50,0,52,380,237161,12,23.87,96.7556,-999,-999,-999,-999
9999_20240208_4_0_1_2, ,-999,-999,1,20240208,094555,9999,20240208,4,1,2,5,0,0,35,0,0,-999,21.8442,50,0,45,375,237134,12,24.03,96.7556,-999,-999,-999,-999
9999_20240208_4_0_1_3, ,-999,-999,1,20240208,100010,9999,20240208,4,1,3,5,0,0,35,0,0,-999,21.8442,50,0,37,362,237184,12,24.11,96.7556,-999,-999,-999,-999
9999_20240208_4_0_1_4, ,-999,-999,1,20240208,101531,9999,20240208,4,1,4,5,0,0,35,0,0,-999,21.8442,50,0,35,429,237067,12,24.12,96.7556,-999,-999,-999,-999
9999_20240208_4_0_1_5, ,-999,-999,1,20240208,103300,9999,20240208,4,1,5,5,0,0,35,0,0,-999,21.8442,50,0,0,556,236809,12,24.08,96.7556,-999,-999,-999,-999
9999_20240208_5_0_1_1, ,-999,-999,3,20240208,111754,9999,20240208,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,12,639,236910,12,24,96.7556,24.64,-999,-999,-999
9999_20240208_5_0_1_2, ,-999,-999,3,20240208,114411,9999,20240208,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,43,376,236450,12,23.99,96.7556,24.66,-999,-999,-999
9999_20240208_6_0_1_1, ,-999,-999,3,20240208,121137,9999,20240208,6,1,1,2,0,0,35,0,0,-999,21.8442,50,0,27,402,237253,12,23.93,96.7556,24.92,-999,-999,-999
9999_20240208_6_0_1_2, ,-999,-999,3,20240208,123759,9999,20240208,6,1,2,2,0,0,35,0,0,-999,21.8442,50,0,54,406,237149,12,23.9,96.7556,24.69,-999,-999,-999
8888_0208_0757_0_1_1, ,-999,-999,3,20240208,130721,8888,0208,0757,1,1,2,0,0,35,0,0,-999,21.8442,50,0,63,497,222770,12,23.9,96.7556,24.7,-999,-999,-999
8888_0208_0757_0_1_2, ,-999,-999,3,20240208,133418,8888,0208,0757,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,390,222675,12,24.09,96.7556,24.69,-999,-999,-999
0000_071_24_2_1_1, ,-999,-999,3,20240208,141410,0000,071,24,1,1,1,2,0,35,0,0,-999,21.8442,50,0,29,552,233882,12,24.15,96.7556,24.82,-999,-999,-999
0000_071_22_11_1_1, ,-999,-999,3,20240208,144356,0000,071,22,1,1,1,11,0,35,0,0,-999,21.8442,50,0,43,279,233985,12,24.06,96.7556,24.89,-999,-999,-999
0000_071_20_22_1_1, ,-999,-999,3,20240208,151354,0000,071,20,1,1,1,22,0,35,0,0,-999,21.8442,50,0,28,473,233967,12,24.22,96.7556,24.9,-999,-999,-999
0000_071_19_38_1_1, ,-999,-999,3,20240208,155017,0000,071,19,1,1,1,38,0,35,0,0,-999,21.8442,50,0,0,487,240005,12,24.17,96.7556,24.93,-999,-999,-999
0000_071_17_59_1_1, ,-999,-999,3,20240208,165011,0000,071,17,1,1,1,59,0,35,0,0,-999,21.8442,50,0,13,317,240313,12,24.11,96.7556,24.85,-999,-999,-999
0000_071_15_80_1_1, ,-999,-999,3,20240208,171641,0000,071,15,1,1,1,80,0,35,0,0,-999,21.8442,50,0,19,424,241787,12,24.28,96.7556,24.98,-999,-999,-999
0000_071_13_90_1_1, ,-999,-999,3,20240208,174358,0000,071,13,1,1,1,90,0,35,0,0,-999,21.8442,50,0,7,254,242331,12,24.12,96.7556,24.89,-999,-999,-999
0000_071_12_140_1_1, ,-999,-999,3,20240208,181035,0000,071,12,1,1,1,140,0,35,0,0,-999,21.8442,50,0,21,336,244441,12,24.19,96.7556,24.82,-999,-999,-999
0000_071_11_200_1_1, ,-999,-999,3,20240208,183857,0000,071,11,1,1,1,200,0,35,0,0,-999,21.8442,50,0,7,327,244936,12,24.23,96.7556,24.98,-999,-999,-999
0000_071_10_250_1_1, ,-999,-999,3,20240208,190545,0000,071,10,1,1,1,250,0,35,0,0,-999,21.8442,50,0,27,362,244863,12,24.28,96.7556,24.84,-999,-999,-999
0000_071_9_250_1_1, ,-999,-999,3,20240208,193929,0000,071,9,1,1,1,250,0,35,0,0,-999,21.8442,50,0,7,291,245045,12,24.14,96.7556,24.93,-999,-999,-999
0000_071_8_500_1_1, ,-999,-999,3,20240208,201003,0000,071,8,1,1,1,500,0,35,0,0,-999,21.8442,50,0,25,508,245309,12,24.24,96.7556,24.9,-999,-999,-999
0000_071_7_1000_1_1, ,-999,-999,3,20240208,205256,0000,071,7,1,1,1,1000,0,35,0,0,-999,21.8442,50,0,11,427,245198,12,24.34,96.7556,25.01,-999,-999,-999
0000_071_6_2000_1_1, ,-999,-999,3,20240208,212718,0000,071,6,1,1,1,2000,0,35,0,0,-999,21.8442,50,0,14,242,244337,12,24.32,96.7556,24.91,-999,-999,-999
0000_071_5_3740_1_1, ,-999,-999,3,20240208,220609,0000,071,5,1,1,1,3740,0,35,0,0,-999,21.8442,50,0,0,254,243562,12,24.39,96.7556,24.77,-999,-999,-999
8888_208_0934_0_1_1, ,-999,-999,3,20240208,223347,8888,208,0934,1,1,2,0,0,35,0,0,-999,21.8442,50,0,34,366,222925,12,24.29,96.7556,24.74,-999,-999,-999
8888_208_0934_0_1_2, ,-999,-999,3,20240208,230023,8888,208,0934,1,2,2,0,0,35,0,0,-999,21.8442,50,0,11,311,222584,12,24.48,96.7556,24.8,-999,-999,-999
0000_071_5_3740_2_1, ,-999,-999,3,20240208,232817,0000,071,5,2,1,1,3740,0,35,0,0,-999,21.8442,50,0,0,249,243687,12,24.39,96.7556,24.89,-999,-999,-999
0000_071_5_3740_3_1, ,-999,-999,3,20240208,235538,0000,071,5,3,1,1,3740,0,35,0,0,-999,21.8442,50,0,5,462,243582,12,24.32,96.7556,24.89,-999,-999,-999
0000_071_3_3890_1_1, ,-999,-999,3,20240209,002433,0000,071,3,1,1,1,3890,0,35,0,0,-999,21.8442,50,0,11,545,243836,12,24.38,96.7556,24.93,-999,-999,-999
0000_071_3_3890_2_1, ,-999,-999,3,20240209,005622,0000,071,3,2,1,1,3890,0,35,0,0,-999,21.8442,50,0,0,446,243591,12,24.23,96.7556,24.79,-999,-999,-999
0000_071_3_3890_3_1, ,-999,-999,3,20240209,012818,0000,071,3,3,1,1,3890,0,35,0,0,-999,21.8442,50,0,25,473,243402,12,24.18,96.7556,24.89,-999,-999,-999
0000_071_1_3932_1_1, ,-999,-999,3,20240209,015802,0000,071,1,1,1,1,3932,0,35,0,0,-999,21.8442,50,0,5,227,242839,12,24.29,96.7556,24.78,-999,-999,-999
0000_071_1_3932_2_1, ,-999,-999,3,20240209,022517,0000,071,1,2,1,1,3932,0,35,0,0,-999,21.8442,50,0,0,237,243379,12,24.19,96.7556,24.7,-999,-999,-999
0000_071_1_3932_3_1, ,-999,-999,3,20240209,025915,0000,071,1,3,1,1,3932,0,35,0,0,-999,21.8442,50,0,4,501,243553,12,24.39,96.7556,24.77,-999,-999,-999
3333_202402060816_1_7_1_1, ,-999,-999,3,20240209,032719,3333,202402060816,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,31,433,233078,12,24.29,96.7556,24.86,-999,-999,-999
3333_202402060816_1_7_2_1, ,-999,-999,3,20240209,035442,3333,202402060816,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,33,553,233323,12,24.31,96.7556,24.89,-999,-999,-999
3333_202402080726_1_7_1_1, ,-999,-999,3,20240209,042158,3333,202402080726,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,61,660,234148,12,24.17,96.7556,24.84,-999,-999,-999
3333_202402080726_1_7_2_1, ,-999,-999,3,20240209,045007,3333,202402080726,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,42,540,234326,12,24.19,96.7556,24.89,-999,-999,-999
3333_202402090243_1_7_1_1, ,-999,-999,3,20240209,051738,3333,202402090243,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,16,293,233157,12,24.09,96.7556,24.89,-999,-999,-999
3333_202402090243_1_7_2_1, ,-999,-999,3,20240209,054627,3333,202402090243,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,0,251,233500,12,24.14,96.7556,24.85,-999,-999,-999
8888_0208_0351_1_1_1, ,-999,-999,3,20240209,061602,8888,0208,0351,1,1,2,1,0,35,0,0,-999,21.8442,50,0,9,560,223181,12,24.19,96.7556,24.89,-999,-999,-999
8888_0208_0351_1_1_2, ,-999,-999,3,20240209,064256,8888,0208,0351,1,2,2,1,0,35,0,0,-999,21.8442,50,0,0,244,222874,12,24.48,96.7556,24.89,-999,-999,-999
9999_20240209_1_1_1_1, ,-999,-999,1,20240209,065416,9999,20240209,1,1,1,5,1,0,35,0,0,-999,21.8442,200,0,0,61,0,13,24.44,96.7556,-999,-999,-999,-999
9999_20240209_1_1_1_2, ,-999,-999,1,20240209,070329,9999,20240209,1,1,2,5,1,0,35,0,0,-999,21.8442,200,0,0,61,0,13,24.4,96.7556,-999,-999,-999,-999
9999_20240209_1_1_1_3, ,-999,-999,1,20240209,071242,9999,20240209,1,1,3,5,1,0,35,0,0,-999,21.8442,200,0,0,61,0,13,24.5,96.7556,-999,-999,-999,-999
9999_20240209_1_1_1_4, ,-999,-999,1,20240209,072155,9999,20240209,1,1,4,5,1,0,35,0,0,-999,21.8442,200,0,0,61,0,13,24.55,96.7556,-999,-999,-999,-999
9999_20240209_1_1_1_5, ,-999,-999,1,20240209,073109,9999,20240209,1,1,5,5,1,0,35,0,0,-999,21.8442,200,0,0,61,0,13,24.5,96.7556,-999,-999,-999,-999
9999_20240209_2_1_1_1, ,-999,-999,1,20240209,080802,9999,20240209,2,1,1,5,1,0,35,0,0,-999,21.8442,50,0,23,476,237414,13,24.49,96.7556,-999,-999,-999,-999
9999_20240209_2_1_1_2, ,-999,-999,1,20240209,082529,9999,20240209,2,1,2,5,1,0,35,0,0,-999,21.8442,200,0,0,556,237280,13,24.55,96.7556,-999,-999,-999,-999
9999_20240209_2_1_1_3, ,-999,-999,1,20240209,083714,9999,20240209,2,1,3,5,1,0,35,0,0,-999,21.8442,200,0,0,212,236928,13,24.48,96.7556,-999,-999,-999,-999
9999_20240209_2_1_1_4, ,-999,-999,1,20240209,084856,9999,20240209,2,1,4,5,1,0,35,0,0,-999,21.8442,200,0,43,209,237102,13,24.51,96.7556,-999,-999,-999,-999
9999_20240209_2_1_1_5, ,-999,-999,1,20240209,090040,9999,20240209,2,1,5,5,1,0,35,0,0,-999,21.8442,200,0,45,210,236768,13,24.52,96.7556,-999,-999,-999,-999
9999_20240209_3_1_1_1, ,-999,-999,1,20240209,102100,9999,20240209,3,1,1,5,1,0,35,0,0,-999,21.8442,50,0,0,418,237525,13,24.44,96.7556,-999,-999,-999,-999
9999_20240209_3_1_1_2, ,-999,-999,1,20240209,103442,9999,20240209,3,1,2,5,1,0,35,0,0,-999,21.8442,50,0,45,334,237239,13,24.44,96.7556,-999,-999,-999,-999
9999_20240209_3_1_1_3, ,-999,-999,1,20240209,105337,9999,20240209,3,1,3,5,1,0,35,0,0,-999,21.8442,50,0,29,646,237478,13,24.57,96.7556,-999,-999,-999,-999
9999_20240209_3_1_1_4, ,-999,-999,1,20240209,110802,9999,20240209,3,1,4,5,1,0,35,0,0,-999,21.8442,50,0,0,377,237056,13,24.52,96.7556,-999,-999,-999,-999
9999_20240209_3_1_1_5, ,-999,-999,1,20240209,112607,9999,20240209,3,1,5,5,1,0,35,0,0,-999,21.8442,50,0,35,596,236726,13,24.6,96.7556,-999,-999,-999,-999
9999_20240209_4_1_1_1, ,-999,-999,3,20240209,115314,9999,20240209,4,1,1,2,1,0,35,0,0,-999,21.8442,50,0,0,463,243892,13,24.53,96.7556,24.74,-999,-999,-999
9999_20240209_4_1_1_2, ,-999,-999,3,20240209,122004,9999,20240209,4,1,2,2,1,0,35,0,0,-999,21.8442,50,0,39,368,243691,13,24.52,96.7556,24.76,-999,-999,-999
8888_0208_0229_1_1_1, ,-999,-999,3,20240209,124820,8888,0208,0229,1,1,2,1,0,35,0,0,-999,21.8442,50,0,13,325,222891,13,24.39,96.7556,24.7,-999,-999,-999
8888_0208_0229_1_1_2, ,-999,-999,3,20240209,131524,8888,0208,0229,1,2,2,1,0,35,0,0,-999,21.8442,50,0,35,463,222589,13,24.63,96.7556,24.89,-999,-999,-999
0000_076_23_2_1_1, ,-999,-999,3,20240209,134304,0000,076,23,1,1,1,2,0,35,0,0,-999,21.8442,50,0,25,428,232547,13,24.42,96.7556,24.74,-999,-999,-999
0000_076_22_13_1_1, ,-999,-999,3,20240209,141332,0000,076,22,1,1,1,13,0,35,0,0,-999,21.8442,50,0,40,586,232803,13,24.54,96.7556,24.88,-999,-999,-999
0000_076_20_24_1_1, ,-999,-999,3,20240209,144104,0000,076,20,1,1,1,24,0,35,0,0,-999,21.8442,50,0,38,658,234591,13,24.44,96.7556,24.83,-999,-999,-999
0000_076_19_42_1_1, ,-999,-999,3,20240209,150947,0000,076,19,1,1,1,42,0,35,0,0,-999,21.8442,50,0,30,385,239497,13,24.37,96.7556,24.76,-999,-999,-999
0000_076_17_66_1_1, ,-999,-999,3,20240209,154811,0000,076,17,1,1,1,66,0,35,0,0,-999,21.8442,50,0,40,282,241302,13,24.29,96.7556,24.8,-999,-999,-999
0000_076_15_100_1_1, ,-999,-999,3,20240209,164059,0000,076,15,1,1,1,100,0,35,0,0,-999,21.8442,50,0,0,551,243640,13,24.32,96.7556,24.7,-999,-999,-999
0000_076_14_150_1_1, ,-999,-999,3,20240209,171050,0000,076,14,1,1,1,150,0,35,0,0,-999,21.8442,50,0,30,274,244707,13,24.52,96.7556,24.85,-999,-999,-999
0000_076_12_230_1_1, ,-999,-999,3,20240209,173748,0000,076,12,1,1,1,230,0,35,0,0,-999,21.8442,50,0,47,323,245265,13,24.4,96.7556,24.7,-999,-999,-999
0000_076_12_230_2_1, ,-999,-999,3,20240209,180659,0000,076,12,2,1,1,230,0,35,0,0,-999,21.8442,50,0,19,531,245139,13,24.44,96.7556,24.79,-999,-999,-999
0000_076_10_700_1_1, ,-999,-999,3,20240209,183742,0000,076,10,1,1,1,700,0,35,0,0,-999,21.8442,50,0,32,615,245817,13,24.5,96.7556,24.83,-999,-999,-999
0000_076_9_1300_1_1, ,-999,-999,3,20240209,190426,0000,076,9,1,1,1,1300,0,35,0,0,-999,21.8442,50,0,46,462,245328,13,24.53,96.7556,24.88,-999,-999,-999
0000_076_7_2300_1_1, ,-999,-999,3,20240209,193159,0000,076,7,1,1,1,2300,0,35,0,0,-999,21.8442,50,0,26,353,244595,13,24.48,96.7556,24.87,-999,-999,-999
0000_076_8_1800_1_1, ,-999,-999,3,20240209,200018,0000,076,8,1,1,1,1800,0,35,0,0,-999,21.8442,50,0,5,564,244697,13,24.28,96.7556,24.54,-999,-999,-999
0000_076_6_2800_1_1, ,-999,-999,3,20240209,205105,0000,076,6,1,1,1,2800,0,35,0,0,-999,21.8442,50,0,26,237,243873,13,24.59,96.7556,24.65,-999,-999,-999
0000_076_5_3280_1_1, ,-999,-999,3,20240209,212735,0000,076,5,1,1,1,3280,0,35,0,0,-999,21.8442,50,0,15,348,243898,13,24.7,96.7556,24.45,-999,-999,-999
8888_208_0108_0_1_1, ,-999,-999,3,20240209,220028,8888,208,0108,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,229,222933,13,24.59,96.7556,24.36,-999,-999,-999
8888_208_0108_0_1_2, ,-999,-999,3,20240209,222715,8888,208,0108,1,2,2,0,0,35,0,0,-999,21.8442,50,0,14,299,222814,13,24.93,96.7556,24.5,-999,-999,-999
0000_076_5_3280_2_1, ,-999,-999,3,20240209,225613,0000,076,5,2,1,1,3280,0,35,0,0,-999,21.8442,50,0,34,440,244133,13,24.82,96.7556,24.5,-999,-999,-999
0000_076_5_3280_3_1, ,-999,-999,3,20240209,232334,0000,076,5,3,1,1,3280,0,35,0,0,-999,21.8442,50,0,17,236,244051,13,24.89,96.7556,24.63,-999,-999,-999
0000_076_3_3430_1_1, ,-999,-999,3,20240209,235301,0000,076,3,1,1,1,3430,0,35,0,0,-999,21.8442,50,0,66,232,243517,13,24.87,96.7556,24.64,-999,-999,-999
0000_076_3_3430_2_1, ,-999,-999,3,20240210,002046,0000,076,3,2,1,1,3430,0,35,0,0,-999,21.8442,50,0,34,236,243572,13,24.86,96.7556,24.56,-999,-999,-999
0000_076_3_3430_3_1, ,-999,-999,3,20240210,005314,0000,076,3,3,1,1,3430,0,35,0,0,-999,21.8442,50,0,48,689,243920,13,24.78,96.7556,24.55,-999,-999,-999
0000_076_1_3466_1_1, ,-999,-999,3,20240210,012120,0000,076,1,1,1,1,3466,0,35,0,0,-999,21.8442,50,0,32,227,243164,13,24.78,96.7556,24.59,-999,-999,-999
0000_076_1_3466_2_1, ,-999,-999,3,20240210,015018,0000,076,1,2,1,1,3466,0,35,0,0,-999,21.8442,50,0,35,238,243071,13,24.64,96.7556,24.5,-999,-999,-999
0000_076_1_3466_3_1, ,-999,-999,3,20240210,021840,0000,076,1,3,1,1,3466,0,35,0,0,-999,21.8442,50,0,34,292,243302,13,24.54,96.7556,24.6,-999,-999,-999
2222_202401100013_1_7_1_1, ,-999,-999,3,20240210,024755,2222,202401100013,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,18,627,234076,13,24.66,96.7556,24.69,-999,-999,-999
2222_202401100013_1_7_2_1, ,-999,-999,3,20240210,031509,2222,202401100013,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,24,253,233562,13,24.78,96.7556,24.66,-999,-999,-999
2222_202402060804_1_7_1_1, ,-999,-999,3,20240210,034936,2222,202402060804,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,41,230,233680,13,24.53,96.7556,24.65,-999,-999,-999
2222_202402060804_1_7_2_1, ,-999,-999,3,20240210,041933,2222,202402060804,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,26,245,233355,13,24.59,96.7556,24.65,-999,-999,-999
2222_202402071117_1_7_1_1, ,-999,-999,3,20240210,044743,2222,202402071117,1,1,1,1,7,0,35,0,0,-999,21.8442,50,0,73,235,234672,13,24.58,96.7556,24.65,-999,-999,-999
2222_202402071117_1_7_2_1, ,-999,-999,3,20240210,051433,2222,202402071117,1,2,1,1,7,0,35,0,0,-999,21.8442,50,0,49,241,234764,13,24.58,96.7556,24.75,-999,-999,-999
8888_0208_0290_0_1_1, ,-999,-999,3,20240210,055856,8888,0208,0290,1,1,2,0,0,35,0,0,-999,21.8442,50,0,38,227,223247,13,24.58,96.7556,24.81,-999,-999,-999
8888_0208_0290_0_1_2, ,-999,-999,3,20240210,062535,8888,0208,0290,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,236,223232,13,25.08,96.7556,24.85,-999,-999,-999
9999_20240210_1_0_1_1, ,-999,-999,1,20240210,065002,9999,20240210,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,0,213,235632,14,24.57,96.7556,-999,-999,-999,-999
9999_20240210_1_0_1_2, ,-999,-999,1,20240210,070153,9999,20240210,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,36,218,236853,14,24.58,96.7556,-999,-999,-999,-999
9999_20240210_1_0_1_3, ,-999,-999,1,20240210,071327,9999,20240210,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,39,200,236670,14,24.64,96.7556,-999,-999,-999,-999
9999_20240210_1_0_1_4, ,-999,-999,1,20240210,072506,9999,20240210,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,35,208,236420,14,24.74,96.7556,-999,-999,-999,-999
9999_20240210_1_0_1_5, ,-999,-999,1,20240210,073654,9999,20240210,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,63,216,236685,14,24.76,96.7556,-999,-999,-999,-999
9999_20240210_2_0_1_1, ,-999,-999,1,20240210,075232,9999,20240210,2,1,1,5,0,0,35,0,0,-999,21.8442,50,0,65,382,236909,14,24.48,96.7556,-999,-999,-999,-999
9999_20240210_2_0_1_2, ,-999,-999,1,20240210,080526,9999,20240210,2,1,2,5,0,0,35,0,0,-999,21.8442,50,0,47,280,236537,14,24.53,96.7556,-999,-999,-999,-999
9999_20240210_2_0_1_3, ,-999,-999,1,20240210,081943,9999,20240210,2,1,3,5,0,0,35,0,0,-999,21.8442,50,0,56,363,236789,14,24.57,96.7556,-999,-999,-999,-999
9999_20240210_2_0_1_4, ,-999,-999,1,20240210,084045,9999,20240210,2,1,4,5,0,0,35,0,0,-999,21.8442,50,0,46,769,237156,14,24.61,96.7556,-999,-999,-999,-999
9999_20240210_2_0_1_5, ,-999,-999,1,20240210,085415,9999,20240210,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,0,317,236424,14,24.58,96.7556,-999,-999,-999,-999
