Lucy Data Summary 20240120 13:17:21
 
Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (°C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (°C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (°C),TA pipette vol (ml),TA cell temp (°C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l)
9999_20240120_7_0_0_5, ,-999,-999,1,20240120,182653,9999,20240120,7,0,5,5,0,0,35,0,0,-999,21.8442,50,0,40,248,225926,1,24.82,96.7556,-999,-999,-999,-999
9999_20240120_8_0_0_1, ,-999,-999,3,20240120,191142,9999,20240120,8,0,1,2,0,0,35,0,0,-999,21.8442,50,-999,40,248,225926,1,-999,96.7556,-999,-999,-999,-999
9999_20240120_9_0_0_1, ,-999,-999,3,20240120,191623,9999,20240120,9,0,1,2,0,0,35,0,0,-999,21.8442,50,-999,40,248,225926,1,-999,96.7556,-999,-999,-999,-999
9999_20240120_10_0_1_1, ,-999,-999,3,20240120,200025,9999,20240120,10,1,1,2,0,0,35,0,0,-999,21.8442,50,0,18,255,206763,1,24.58,96.7556,24.41,-999,-999,-999
9999_20240120_10_0_1_2, ,-999,-999,3,20240120,203428,9999,20240120,10,1,2,2,0,0,35,0,0,-999,21.8442,50,0,20,254,208743,1,24.81,96.7556,24.48,-999,-999,-999
9999_20240126_1_0_1_1, ,-999,-999,1,20240126,125354,9999,20240126,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,51,225,223905,2,24,96.7556,-999,-999,-999,-999
9999_20240126_1_0_1_2, ,-999,-999,1,20240126,130611,9999,20240126,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,72,236,224074,2,24.85,96.7556,-999,-999,-999,-999
9999_20240126_1_0_1_3, ,-999,-999,1,20240126,131815,9999,20240126,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,0,222,224082,2,25.28,96.7556,-999,-999,-999,-999
9999_20240126_1_0_1_4, ,-999,-999,1,20240126,133032,9999,20240126,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,40,235,223807,2,25.6,96.7556,-999,-999,-999,-999
9999_20240126_1_0_1_5, ,-999,-999,1,20240126,134247,9999,20240126,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,64,235,223949,2,25.74,96.7556,-999,-999,-999,-999
9999_20240126_2_0_1_1, ,-999,-999,1,20240126,135629,9999,20240126,2,1,1,5,0,0,35,0,0,-999,21.8442,200,0,72,226,234760,2,25.58,96.7556,-999,-999,-999,-999
9999_20240126_2_0_1_2, ,-999,-999,1,20240126,140817,9999,20240126,2,1,2,5,0,0,35,0,0,-999,21.8442,200,0,74,228,234759,2,25.65,96.7556,-999,-999,-999,-999
9999_20240126_2_0_1_3, ,-999,-999,1,20240126,142028,9999,20240126,2,1,3,5,0,0,35,0,0,-999,21.8442,200,0,62,231,234559,2,25.79,96.7556,-999,-999,-999,-999
9999_20240126_2_0_1_4, ,-999,-999,1,20240126,143239,9999,20240126,2,1,4,5,0,0,35,0,0,-999,21.8442,200,0,87,232,234624,2,25.84,96.7556,-999,-999,-999,-999
9999_20240126_2_0_1_5, ,-999,-999,1,20240126,144458,9999,20240126,2,1,5,5,0,0,35,0,0,-999,21.8442,200,0,85,240,234498,2,25.72,96.7556,-999,-999,-999,-999
9999_20240126_3_0_1_1, ,-999,-999,1,20240126,150619,9999,20240126,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,90,601,238051,2,25.35,96.7556,-999,-999,-999,-999
9999_20240126_3_0_1_2, ,-999,-999,1,20240126,152118,9999,20240126,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,85,404,237865,2,25.84,96.7556,-999,-999,-999,-999
9999_20240126_3_0_1_3, ,-999,-999,1,20240126,154045,9999,20240126,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,52,671,237767,2,25.78,96.7556,-999,-999,-999,-999
9999_20240126_3_0_1_4, ,-999,-999,1,20240126,155458,9999,20240126,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,38,354,237052,2,25.55,96.7556,-999,-999,-999,-999
9999_20240126_3_0_1_5, ,-999,-999,1,20240126,161016,9999,20240126,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,55,420,237074,2,25.48,96.7556,-999,-999,-999,-999
9999_20240126_4_0_1_1, ,-999,-999,3,20240126,164300,9999,20240126,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,40,340,235447,2,25.18,96.7556,-999,-999,-999,-999
9999_20240126_5_0_1_1, ,-999,-999,3,20240126,172913,9999,20240126,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,61,450,236745,2,25.45,96.7556,23.96,-999,-999,-999
9999_20240126_5_0_1_2, ,-999,-999,3,20240126,175941,9999,20240126,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,48,677,236963,2,25.31,96.7556,24,-999,-999,-999
9999_20240126_6_0_1_1, ,-999,-999,3,20240126,183538,9999,20240126,6,1,1,2,0,0,35,0,0,-999,21.8442,50,0,46,310,241770,2,24.94,96.7556,23.92,-999,-999,-999
9999_20240126_6_0_1_2, ,-999,-999,3,20240126,190440,9999,20240126,6,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,253,241505,2,25.6,96.7556,23.91,-999,-999,-999
9999_20240126_7_0_1_1, ,-999,-999,3,20240126,193512,9999,20240126,7,1,1,2,0,0,35,0,0,-999,21.8442,50,0,25,262,241148,2,25.23,96.7556,23.67,-999,-999,-999
9999_20240126_7_0_1_2, ,-999,-999,3,20240126,200456,9999,20240126,7,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,257,240975,2,25.51,96.7556,23.73,-999,-999,-999
9999_20240126_8_0_1_1, ,-999,-999,3,20240126,203616,9999,20240126,8,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,264,242742,2,25.16,96.7556,23.54,-999,-999,-999
9999_20240126_8_0_1_2, ,-999,-999,3,20240126,210531,9999,20240126,8,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,270,242452,2,25.36,96.7556,23.6,-999,-999,-999
9999_20240126_9_0_1_1, ,-999,-999,3,20240126,213816,9999,20240126,9,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,271,242939,2,25.38,96.7556,23.56,-999,-999,-999
9999_20240126_9_0_1_2, ,-999,-999,3,20240126,220737,9999,20240126,9,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,262,242428,2,25.65,96.7556,23.7,-999,-999,-999
9999_20240127_1_0_1_1, ,-999,-999,1,20240127,110303,9999,20240127,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,0,244,240420,3,25.78,96.7556,-999,-999,-999,-999
9999_20240127_1_0_1_2, ,-999,-999,1,20240127,111505,9999,20240127,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,38,228,240161,3,25.84,96.7556,-999,-999,-999,-999
9999_20240127_1_0_1_3, ,-999,-999,1,20240127,112658,9999,20240127,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,94,218,239364,3,25.91,96.7556,-999,-999,-999,-999
9999_20240127_1_0_1_4, ,-999,-999,1,20240127,113853,9999,20240127,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,58,221,240026,3,25.93,96.7556,-999,-999,-999,-999
9999_20240127_1_0_1_5, ,-999,-999,1,20240127,115102,9999,20240127,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,70,234,239897,3,25.95,96.7556,-999,-999,-999,-999
9999_20240127_2_0_1_1, ,-999,-999,1,20240127,120628,9999,20240127,2,1,1,5,0,0,35,0,0,-999,21.8442,200,0,26,229,249484,3,25.58,96.7556,-999,-999,-999,-999
9999_20240127_2_0_1_2, ,-999,-999,1,20240127,121830,9999,20240127,2,1,2,5,0,0,35,0,0,-999,21.8442,200,0,7,226,248803,3,25.62,96.7556,-999,-999,-999,-999
9999_20240127_2_0_1_3, ,-999,-999,1,20240127,123053,9999,20240127,2,1,3,5,0,0,35,0,0,-999,21.8442,200,0,67,248,249129,3,25.7,96.7556,-999,-999,-999,-999
9999_20240127_2_0_1_4, ,-999,-999,1,20240127,124301,9999,20240127,2,1,4,5,0,0,35,0,0,-999,21.8442,200,0,49,230,248877,3,25.73,96.7556,-999,-999,-999,-999
9999_20240127_2_0_1_5, ,-999,-999,1,20240127,125504,9999,20240127,2,1,5,5,0,0,35,0,0,-999,21.8442,200,0,0,224,248167,3,25.79,96.7556,-999,-999,-999,-999
9999_20240127_3_0_1_1, ,-999,-999,1,20240127,131548,9999,20240127,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,63,370,244341,3,25.61,96.7556,-999,-999,-999,-999
9999_20240127_3_0_1_2, ,-999,-999,1,20240127,133118,9999,20240127,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,38,431,244390,3,25.73,96.7556,-999,-999,-999,-999
9999_20240127_3_0_1_3, ,-999,-999,1,20240127,134500,9999,20240127,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,25,324,243885,3,25.7,96.7556,-999,-999,-999,-999
9999_20240127_3_0_1_4, ,-999,-999,1,20240127,135940,9999,20240127,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,53,381,243917,3,25.68,96.7556,-999,-999,-999,-999
9999_20240127_3_0_1_5, ,-999,-999,1,20240127,141234,9999,20240127,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,75,276,242533,3,25.53,96.7556,-999,-999,-999,-999
9999_20240127_4_0_1_1, ,-999,-999,3,20240127,145536,9999,20240127,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,0,346,239696,3,25.38,96.7556,24.12,-999,-999,-999
9999_20240127_4_0_1_2, ,-999,-999,3,20240127,153943,9999,20240127,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,37,375,239483,3,25.47,96.7556,24.39,-999,-999,-999
9999_20240127_5_0_1_1, ,-999,-999,3,20240127,163518,9999,20240127,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,49,344,242941,3,25.38,96.7556,24.54,-999,-999,-999
9999_20240127_5_0_1_2, ,-999,-999,3,20240127,170415,9999,20240127,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,5,438,242474,3,25.31,96.7556,24.51,-999,-999,-999
9999_20240127_6_0_1_1, ,-999,-999,3,20240127,174134,9999,20240127,6,1,1,2,0,0,35,0,0,-999,21.8442,50,0,42,373,244042,3,25.18,96.7556,24.51,-999,-999,-999
9999_20240127_6_0_1_2, ,-999,-999,3,20240127,181002,9999,20240127,6,1,2,2,0,0,35,0,0,-999,21.8442,50,0,0,275,243425,3,25.31,96.7556,24.45,-999,-999,-999
9999_20240127_7_0_1_1, ,-999,-999,3,20240127,184551,9999,20240127,7,1,1,2,0,0,35,0,0,-999,21.8442,50,0,14,343,238634,3,24.92,96.7556,24.39,-999,-999,-999
9999_20240127_7_0_1_2, ,-999,-999,3,20240127,191401,9999,20240127,7,1,2,2,0,0,35,0,0,-999,21.8442,50,0,28,293,238327,3,25.45,96.7556,24.54,-999,-999,-999
8888_802_1208_0_1_1, ,-999,-999,3,20240127,194536,8888,802,1208,1,1,2,0,0,35,0,0,-999,21.8442,50,0,13,244,222475,3,24.78,96.7556,24.41,-999,-999,-999
8888_802_1208_0_1_2, ,-999,-999,3,20240127,201449,8888,802,1208,1,2,2,0,0,35,0,0,-999,21.8442,50,0,5,311,222498,3,25.09,96.7556,24.54,-999,-999,-999
0000_003_6_300_1_1, ,-999,-999,3,20240127,204508,0000,003,6,1,1,1,300,0,35,0,0,-999,21.8442,50,0,37,254,243396,3,25.11,96.7556,24.61,-999,-999,-999
0000_003_6_300_2_1, ,-999,-999,3,20240127,211413,0000,003,6,2,1,1,300,0,35,0,0,-999,21.8442,50,0,30,237,243033,3,25.33,96.7556,24.65,-999,-999,-999
0000_003_2_456_1_1, ,-999,-999,3,20240127,214813,0000,003,2,1,1,1,456,0,35,0,0,-999,21.8442,50,0,0,246,243245,3,25.5,96.7556,24.7,-999,-999,-999
0000_003_4_409_1_1, ,-999,-999,3,20240127,221734,0000,003,4,1,1,1,409,0,35,0,0,-999,21.8442,50,0,15,321,243628,3,25.45,96.7556,24.7,-999,-999,-999
0000_003_10_250_1_1, ,-999,-999,3,20240127,224708,0000,003,10,1,1,1,250,0,35,0,0,-999,21.8442,50,0,22,349,242843,3,25.38,96.7556,24.7,-999,-999,-999
0000_003_10_250_2_1, ,-999,-999,3,20240127,231551,0000,003,10,2,1,1,250,0,35,0,0,-999,21.8442,50,0,11,250,242824,3,25.38,96.7556,24.65,-999,-999,-999
0000_003_12_225_1_1, ,-999,-999,3,20240127,234630,0000,003,12,1,1,1,225,0,35,0,0,-999,21.8442,50,0,20,278,242262,3,25.19,96.7556,24.63,-999,-999,-999
0000_003_13_200_1_1, ,-999,-999,3,20240128,001504,0000,003,13,1,1,1,200,0,35,0,0,-999,21.8442,50,0,55,240,241945,3,25.38,96.7556,24.7,-999,-999,-999
0000_003_14_50_1_1, ,-999,-999,3,20240128,004424,0000,003,14,1,1,1,50,0,35,0,0,-999,21.8442,50,0,25,341,240255,3,25.38,96.7556,24.74,-999,-999,-999
0000_003_15_18_1_1, ,-999,-999,3,20240128,011549,0000,003,15,1,1,1,18,0,35,0,0,-999,21.8442,50,0,9,270,239242,3,25.3,96.7556,24.7,-999,-999,-999
0000_003_18_15_1_1, ,-999,-999,3,20240128,014512,0000,003,18,1,1,1,15,0,35,0,0,-999,21.8442,50,0,0,245,238450,3,25.31,96.7556,24.7,-999,-999,-999
0000_003_19_11_1_1, ,-999,-999,3,20240128,021600,0000,003,19,1,1,1,11,0,35,0,0,-999,21.8442,50,0,67,269,239212,3,25.18,96.7556,24.69,-999,-999,-999
0000_003_21_6_1_1, ,-999,-999,3,20240128,024537,0000,003,21,1,1,1,6,0,35,0,0,-999,21.8442,50,0,31,248,238964,3,25.18,96.7556,24.7,-999,-999,-999
0000_003_24_3_1_1, ,-999,-999,3,20240128,031503,0000,003,24,1,1,1,3,0,35,0,0,-999,21.8442,50,0,49,265,239185,3,25.27,96.7556,24.68,-999,-999,-999
0000_003_08_300_1_1, ,-999,-999,3,20240128,034442,0000,003,08,1,1,1,300,0,35,0,0,-999,21.8442,50,0,19,254,242860,3,24.81,96.7556,24.56,-999,-999,-999
0000_003_08_300_2_1, ,-999,-999,3,20240128,041341,0000,003,08,2,1,1,300,0,35,0,0,-999,21.8442,50,0,7,266,243170,3,24.97,96.7556,24.47,-999,-999,-999
8888_0208_0612_0_1_1, ,-999,-999,3,20240128,044719,8888,0208,0612,1,1,2,0,0,35,0,0,-999,21.8442,50,0,50,270,222651,3,24.84,96.7556,24.52,-999,-999,-999
8888_0208_0612_0_1_2, ,-999,-999,3,20240128,051554,8888,0208,0612,1,2,2,0,0,35,0,0,-999,21.8442,50,0,35,245,222602,3,25.27,96.7556,24.65,-999,-999,-999
9999_20240128_1_0_1_1, ,-999,-999,1,20240128,060129,9999,20240128,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,35,249,241982,4,18.81,96.7556,-999,-999,-999,-999
9999_20240128_1_0_1_2, ,-999,-999,1,20240128,061338,9999,20240128,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,31,232,243964,4,24.78,96.7556,-999,-999,-999,-999
9999_20240128_1_0_1_3, ,-999,-999,1,20240128,062558,9999,20240128,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,0,242,244000,4,25.09,96.7556,-999,-999,-999,-999
9999_20240128_1_0_1_4, ,-999,-999,1,20240128,063829,9999,20240128,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,36,253,243992,4,25.3,96.7556,-999,-999,-999,-999
9999_20240128_1_0_1_5, ,-999,-999,1,20240128,065034,9999,20240128,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,8,227,243673,4,25.27,96.7556,-999,-999,-999,-999
9999_20240128_2_0_1_1, ,-999,-999,1,20240128,070529,9999,20240128,2,1,1,5,0,0,35,0,0,-999,21.8442,200,0,33,238,243016,4,25,96.7556,-999,-999,-999,-999
9999_20240128_2_0_1_2, ,-999,-999,1,20240128,071755,9999,20240128,2,1,2,5,0,0,35,0,0,-999,21.8442,200,0,18,251,242632,4,24.99,96.7556,-999,-999,-999,-999
9999_20240128_2_0_1_3, ,-999,-999,1,20240128,073000,9999,20240128,2,1,3,5,0,0,35,0,0,-999,21.8442,200,0,24,232,242485,4,25.1,96.7556,-999,-999,-999,-999
9999_20240128_2_0_1_4, ,-999,-999,1,20240128,074229,9999,20240128,2,1,4,5,0,0,35,0,0,-999,21.8442,200,0,17,254,242400,4,25.11,96.7556,-999,-999,-999,-999
9999_20240128_2_0_1_5, ,-999,-999,1,20240128,075442,9999,20240128,2,1,5,5,0,0,35,0,0,-999,21.8442,200,0,23,238,242378,4,25.18,96.7556,-999,-999,-999,-999
9999_20240128_3_0_1_1, ,-999,-999,1,20240128,084555,9999,20240128,3,1,1,5,0,0,35,0,0,-999,21.8442,50,0,13,280,238080,4,25.02,96.7556,-999,-999,-999,-999
9999_20240128_3_0_1_2, ,-999,-999,1,20240128,085911,9999,20240128,3,1,2,5,0,0,35,0,0,-999,21.8442,50,0,0,301,237876,4,25.02,96.7556,-999,-999,-999,-999
9999_20240128_3_0_1_3, ,-999,-999,1,20240128,091137,9999,20240128,3,1,3,5,0,0,35,0,0,-999,21.8442,50,0,28,252,238065,4,25.07,96.7556,-999,-999,-999,-999
9999_20240128_3_0_1_4, ,-999,-999,1,20240128,092516,9999,20240128,3,1,4,5,0,0,35,0,0,-999,21.8442,50,0,0,323,237917,4,25.18,96.7556,-999,-999,-999,-999
9999_20240128_3_0_1_5, ,-999,-999,1,20240128,093950,9999,20240128,3,1,5,5,0,0,35,0,0,-999,21.8442,50,0,11,379,237760,4,25.18,96.7556,-999,-999,-999,-999
9999_20240128_4_0_1_1, ,-999,-999,3,20240128,101001,9999,20240128,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,51,295,240166,4,25.04,96.7556,24.46,-999,-999,-999
9999_20240128_4_0_1_2, ,-999,-999,3,20240128,103819,9999,20240128,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,8,308,239683,4,24.92,96.7556,24.48,-999,-999,-999
9999_20240128_5_0_1_1, ,-999,-999,3,20240128,110641,9999,20240128,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,8,275,240472,4,25.01,96.7556,24.49,-999,-999,-999
9999_20240128_5_0_1_2, ,-999,-999,3,20240128,114406,9999,20240128,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,9,251,240212,4,25.25,96.7556,24.64,-999,-999,-999
8888_0208_0856_0_1_1, ,-999,-999,3,20240128,121641,8888,0208,0856,1,1,2,0,0,35,0,0,-999,21.8442,50,0,45,279,222829,4,24.79,96.7556,24.45,-999,-999,-999
8888_0208_0856_0_1_2, ,-999,-999,3,20240128,124507,8888,0208,0856,1,2,2,0,0,35,0,0,-999,21.8442,50,0,46,271,222813,4,25.15,96.7556,24.57,-999,-999,-999
1111_0009_4_382_1_1, ,-999,-999,3,20240128,131807,1111,0009,4,1,1,1,382,0,35,0,0,-999,21.8442,50,0,37,277,241791,4,24.94,96.7556,24.57,-999,-999,-999
1111_0009_2_414_1_1, ,-999,-999,3,20240128,134624,1111,0009,2,1,1,1,414,0,35,0,0,-999,21.8442,50,0,28,270,242235,4,24.79,96.7556,24.54,-999,-999,-999
1111_0009_2_414_2_1, ,-999,-999,3,20240128,142133,1111,0009,2,2,1,1,414,0,35,0,0,-999,21.8442,50,0,4,257,242263,4,24.79,96.7556,24.53,-999,-999,-999
1111_0009_2_414_3_1, ,-999,-999,3,20240128,145003,1111,0009,2,3,1,1,414,0,35,0,0,-999,21.8442,50,0,30,286,242154,4,24.79,96.7556,24.6,-999,-999,-999
1111_0009_5_350_1_1, ,-999,-999,3,20240128,151845,1111,0009,5,1,1,1,350,0,35,0,0,-999,21.8442,50,0,29,290,241956,4,24.9,96.7556,24.63,-999,-999,-999
1111_009_5_350_2_1, ,-999,-999,3,20240128,154916,1111,009,5,2,1,1,350,0,35,0,0,-999,21.8442,50,0,12,305,242379,4,24.83,96.7556,24.65,-999,-999,-999
1111_009_5_350_3_1, ,-999,-999,3,20240128,163250,1111,009,5,3,1,1,350,0,35,0,0,-999,21.8442,50,0,29,449,242228,4,24.92,96.7556,24.83,-999,-999,-999
1111_009_9_300_1_1, ,-999,-999,3,20240128,170151,1111,009,9,1,1,1,300,0,35,0,0,-999,21.8442,50,0,0,280,242167,4,25.31,96.7556,24.56,-999,-999,-999
1111_009_13_200_1_1, ,-999,-999,3,20240128,173053,1111,009,13,1,1,1,200,0,35,0,0,-999,21.8442,50,0,0,270,242179,4,25.32,96.7556,24.48,-999,-999,-999
1111_009_14_60_1_1, ,-999,-999,3,20240128,180017,1111,009,14,1,1,1,60,0,35,0,0,-999,21.8442,50,0,5,291,240884,4,25.43,96.7556,24.49,-999,-999,-999
1111_009_15_38_1_1, ,-999,-999,3,20240128,183134,1111,009,15,1,1,1,38,0,35,0,0,-999,21.8442,50,0,15,276,238805,4,25.28,96.7556,24.46,-999,-999,-999
1111_009_18_26_1_1, ,-999,-999,3,20240128,190019,1111,009,18,1,1,1,26,0,35,0,0,-999,21.8442,50,0,19,277,234691,4,25.38,96.7556,24.33,-999,-999,-999
1111_009_19_17_1_1, ,-999,-999,3,20240128,192837,1111,009,19,1,1,1,17,0,35,0,0,-999,21.8442,50,0,11,301,233669,4,25.37,96.7556,24.41,-999,-999,-999
1111_009_21_10_1_1, ,-999,-999,3,20240128,195736,1111,009,21,1,1,1,10,0,35,0,0,-999,21.8442,50,0,12,278,233436,4,25.69,96.7556,24.41,-999,-999,-999
1111_009_22_6_1_1, ,-999,-999,3,20240128,202640,1111,009,22,1,1,1,6,0,35,0,0,-999,21.8442,50,0,49,306,233746,4,25.67,96.7556,24.69,-999,-999,-999
1111_009_24_3_1_1, ,-999,-999,3,20240128,213433,1111,009,24,1,1,1,3,0,35,0,0,-999,21.8442,50,0,25,329,233296,4,25.2,96.7556,24.75,-999,-999,-999
1111_009_10_250_1_1, ,-999,-999,3,20240128,220432,1111,009,10,1,1,1,250,0,35,0,0,-999,21.8442,50,0,58,332,242336,4,25.18,96.7556,24.74,-999,-999,-999
1111_009_10_250_2_1, ,-999,-999,3,20240128,223521,1111,009,10,2,1,1,250,0,35,0,0,-999,21.8442,50,0,42,288,242618,4,24.93,96.7556,24.6,-999,-999,-999
1111_009_10_250_3_1, ,-999,-999,3,20240128,230320,1111,009,10,3,1,1,250,0,35,0,0,-999,21.8442,50,0,15,304,242727,4,24.97,96.7556,24.53,-999,-999,-999
1111_009_12_250_1_1, ,-999,-999,3,20240128,233333,1111,009,12,1,1,1,250,0,35,0,0,-999,21.8442,50,0,38,278,242866,4,24.81,96.7556,24.5,-999,-999,-999
8888_0208_0542_0_3_1, ,-999,-999,3,20240129,003154,8888,0208,0542,3,1,2,0,0,35,0,0,-999,21.8442,50,0,40,310,223497,4,24.61,96.7556,24.24,-999,-999,-999
8888_0208_0542_0_3_2, ,-999,-999,3,20240129,010006,8888,0208,0542,3,2,2,0,0,35,0,0,-999,21.8442,50,0,0,297,223576,4,24.96,96.7556,24.31,-999,-999,-999
9999_20240129_1_0_1_1, ,-999,-999,1,20240129,015308,9999,20240129,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,73,220,238651,5,24.6,96.7556,-999,-999,-999,-999
9999_20240129_1_0_1_2, ,-999,-999,1,20240129,020501,9999,20240129,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,38,215,238442,5,25.03,96.7556,-999,-999,-999,-999
9999_20240129_1_0_1_3, ,-999,-999,1,20240129,021655,9999,20240129,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,44,215,238202,5,25.17,96.7556,-999,-999,-999,-999
9999_20240129_1_0_1_4, ,-999,-999,1,20240129,022846,9999,20240129,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,45,214,238160,5,25.25,96.7556,-999,-999,-999,-999
9999_20240129_1_0_1_5, ,-999,-999,1,20240129,024037,9999,20240129,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,51,214,238102,5,25.2,96.7556,-999,-999,-999,-999
9999_20240129_2_0_1_1, ,-999,-999,1,20240129,025544,9999,20240129,2,1,1,5,0,0,35,0,0,-999,21.8442,50,0,0,301,238019,5,25.07,96.7556,-999,-999,-999,-999
9999_20240129_2_0_1_2, ,-999,-999,1,20240129,031138,9999,20240129,2,1,2,5,0,0,35,0,0,-999,21.8442,50,0,32,457,238001,5,25.18,96.7556,-999,-999,-999,-999
9999_20240129_2_0_1_3, ,-999,-999,1,20240129,032320,9999,20240129,2,1,3,5,0,0,35,0,0,-999,21.8442,50,0,17,223,237970,5,25.17,96.7556,-999,-999,-999,-999
9999_20240129_2_0_1_4, ,-999,-999,1,20240129,033703,9999,20240129,2,1,4,5,0,0,35,0,0,-999,21.8442,50,0,29,324,238034,5,25.11,96.7556,-999,-999,-999,-999
9999_20240129_2_0_1_5, ,-999,-999,1,20240129,034928,9999,20240129,2,1,5,5,0,0,35,0,0,-999,21.8442,50,0,31,246,237834,5,25.12,96.7556,-999,-999,-999,-999
9999_20240129_3_0_1_1, ,-999,-999,1,20240129,040540,9999,20240129,3,1,1,2,0,0,35,0,0,-999,21.8442,50,0,25,391,244009,5,24.69,96.7556,-999,-999,-999,-999
9999_20240129_3_0_1_2, ,-999,-999,1,20240129,041845,9999,20240129,3,1,2,2,0,0,35,0,0,-999,21.8442,50,0,34,286,244013,5,24.83,96.7556,-999,-999,-999,-999
9999_20240129_4_0_1_1, ,-999,-999,3,20240129,050800,9999,20240129,4,1,1,2,0,0,35,0,0,-999,21.8442,50,0,18,233,239275,5,25.21,96.7556,24.44,-999,-999,-999
9999_20240129_4_0_1_2, ,-999,-999,3,20240129,053611,9999,20240129,4,1,2,2,0,0,35,0,0,-999,21.8442,50,0,16,350,239232,5,25.56,96.7556,24.5,-999,-999,-999
9999_20240129_5_0_1_1, ,-999,-999,3,20240129,060500,9999,20240129,5,1,1,2,0,0,35,0,0,-999,21.8442,50,0,31,360,237584,5,24.84,96.7556,24.35,-999,-999,-999
9999_20240129_5_0_1_2, ,-999,-999,3,20240129,063248,9999,20240129,5,1,2,2,0,0,35,0,0,-999,21.8442,50,0,46,77,79802,5,25.34,96.7556,24.5,-999,-999,-999
9999_20240130_1_0_1_1, ,-999,-999,1,20240130,021746,9999,20240130,1,1,1,5,0,0,35,0,0,-999,21.8442,200,0,73,251,238174,6,12.96,96.7556,-999,-999,-999,-999
9999_20240130_1_0_1_2, ,-999,-999,1,20240130,022954,9999,20240130,1,1,2,5,0,0,35,0,0,-999,21.8442,200,0,0,230,238087,6,25.88,96.7556,-999,-999,-999,-999
9999_20240130_1_0_1_3, ,-999,-999,1,20240130,024221,9999,20240130,1,1,3,5,0,0,35,0,0,-999,21.8442,200,0,40,248,238306,6,26,96.7556,-999,-999,-999,-999
9999_20240130_1_0_1_4, ,-999,-999,1,20240130,025418,9999,20240130,1,1,4,5,0,0,35,0,0,-999,21.8442,200,0,19,238,238236,6,26.08,96.7556,-999,-999,-999,-999
9999_20240130_1_0_1_5, ,-999,-999,1,20240130,030625,9999,20240130,1,1,5,5,0,0,35,0,0,-999,21.8442,200,0,53,227,237893,6,26.08,96.7556,-999,-999,-999,-999
9999_20240130_2_0_1_1, ,-999,-999,1,20240130,032138,9999,20240130,2,1,1,5,0,0,35,0,0,-999,21.8442,50,0,27,332,241357,6,25.54,96.7556,-999,-999,-999,-999
